StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,Label
2011/08/10 12:36:12.439012,0.034183,tcp,10.0.0.7,52780,   ->,178.116.194.108,44073,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:36:12.439211,8.997918,tcp,10.0.0.7,56404,   ->,202.151.80.11,26643,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:12.439389,1.799381,tcp,10.0.0.7,60825,   ->,202.93.209.121,49288,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:36:12.689330,1.721555,tcp,10.0.0.7,57613,   ->,210.49.79.139,15336,FSPA_FSA,0.0,0.0,8,616,406,flow=Background-TCP-Established
2011/08/10 12:36:12.689559,8.996112,tcp,10.0.0.7,35376,   ->,41.194.11.22,43800,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:13.189000,8.99611,tcp,10.0.0.7,59151,   ->,41.233.118.212,23466,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:13.939199,8.99789,tcp,10.0.0.7,51761,   ->,41.234.21.142,12872,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:14.438923,8.998309,tcp,10.0.0.7,45161,   ->,58.186.224.85,14941,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:14.939932,8.997195,tcp,10.0.0.7,43180,   ->,77.68.185.45,55443,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:15.689544,8.999925,tcp,10.0.0.7,42211,   ->,101.109.164.203,28068,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:16.440012,8.997421,tcp,10.0.0.7,45410,   ->,66.183.30.162,27743,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:16.940530,8.996388,tcp,10.0.0.7,44967,   ->,80.0.210.192,64202,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:17.189911,8.999483,tcp,10.0.0.7,51318,   ->,122.108.20.207,45183,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:18.190151,8.999256,tcp,10.0.0.7,45413,   ->,66.183.30.162,27743,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:18.940528,8.996825,tcp,10.0.0.7,50140,   ->,80.42.215.114,49500,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:21.439503,0.048299,tcp,10.0.0.7,60967,   ->,80.50.235.178,43504,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:36:21.688524,406.168518,tcp,10.0.0.7,40831,   ->,81.156.222.237,58005,FSPA_FSPA,0.0,0.0,634,398012,39361,flow=Background-TCP-Established
2011/08/10 12:36:24.188595,0.094876,udp,10.0.0.7,40771,  <->,147.32.80.9,53,CON,0.0,0.0,2,312,87,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:36:24.189185,8.99941,tcp,10.0.0.7,53502,   ->,81.190.40.177,9385,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:26.940070,0.105413,tcp,10.0.0.7,40266,   ->,82.201.0.62,48343,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:36:27.188681,0.532666,tcp,10.0.0.7,57281,   ->,82.211.255.187,28375,FSPA_FSA,0.0,0.0,8,612,406,flow=Background-TCP-Established
2011/08/10 12:36:27.688328,707.904419,tcp,10.0.0.7,58201,   ->,82.23.155.80,63221,FSPA_FSPA,0.0,0.0,6484,6324315,166920,flow=Background-TCP-Established
2011/08/10 12:36:28.690611,8.998231,tcp,10.0.0.7,42892,   ->,82.3.93.146,61989,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:28.938056,0.071052,udp,10.0.0.7,35466,  <->,147.32.80.9,53,CON,0.0,0.0,2,383,85,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:36:28.938716,0.038738,tcp,10.0.0.7,33499,   ->,82.47.28.205,19947,S_,0.0,,1,74,74,flow=Background-TCP-Attempt
2011/08/10 12:36:29.188248,8.996603,tcp,10.0.0.7,43157,   ->,83.165.64.171,37431,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:29.440093,0.0217,tcp,10.0.0.7,53622,   ->,83.208.93.26,10917,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:36:29.689919,331.973633,tcp,10.0.0.7,60653,   ->,83.216.116.95,39898,FSPA_FSPA,0.0,0.0,90,8903,4616,flow=Background-TCP-Established
2011/08/10 12:36:29.690093,8.998699,tcp,10.0.0.7,56873,   ->,83.5.224.184,44970,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:30.188105,0.098916,udp,10.0.0.7,48450,  <->,147.32.80.9,53,CON,0.0,0.0,2,232,86,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:36:30.205846,352.089264,tcp,10.0.0.7,50353,   ->,84.127.107.83,11881,FSPA_FSPA,0.0,0.0,89,8839,4411,flow=Background-TCP-Established
2011/08/10 12:36:30.206095,8.998188,tcp,10.0.0.7,50721,   ->,84.2.216.130,21488,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:30.206262,1.904616,tcp,10.0.0.7,33319,   ->,84.231.43.156,27206,FSPA_FSA,0.0,0.0,8,612,406,flow=Background-TCP-Established
2011/08/10 12:36:30.691193,8.997557,tcp,10.0.0.7,45081,   ->,66.183.30.162,27743,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:31.438436,8.997769,tcp,10.0.0.7,35728,   ->,124.41.234.224,34190,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:31.939523,8.996748,tcp,10.0.0.7,45083,   ->,66.183.30.162,27743,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:32.439343,8.997308,tcp,10.0.0.7,54196,   ->,78.148.38.100,8500,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:32.689578,0.606288,tcp,10.0.0.7,36348,   ->,79.168.28.167,38619,FSPA_FSA,0.0,0.0,8,612,406,flow=Background-TCP-Established
2011/08/10 12:36:32.938022,0.012986,tcp,10.0.0.7,53633,   ->,83.208.93.26,10917,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:36:33.188072,0.679394,tcp,10.0.0.7,33195,   ->,85.108.10.173,56936,FSPA_FSA,0.0,0.0,8,616,406,flow=Background-TCP-Established
2011/08/10 12:36:33.188253,0.550132,tcp,10.0.0.7,52440,   ->,85.11.54.87,59447,FSPA_FSA,0.0,0.0,8,612,406,flow=Background-TCP-Established
2011/08/10 12:36:33.438386,8.998218,tcp,10.0.0.7,53046,   ->,85.17.234.14,36688,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:33.687971,8.996693,tcp,10.0.0.7,43336,   ->,85.17.234.14,11794,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:33.688140,8.99654,tcp,10.0.0.7,50783,   ->,85.17.234.14,24385,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:34.189034,8.999267,tcp,10.0.0.7,56394,   ->,85.17.234.14,32099,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:34.689363,0.015933,tcp,10.0.0.7,53640,   ->,83.208.93.26,10917,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:36:34.937895,8.998637,tcp,10.0.0.7,56890,   ->,83.5.224.184,44970,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:35.188806,8.999718,tcp,10.0.0.7,56228,   ->,85.17.234.14,47176,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:35.287791,0.208232,udp,10.0.0.7,40903,  <->,147.32.80.9,53,CON,0.0,0.0,2,324,86,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:36:35.938916,8.997568,tcp,10.0.0.7,58245,   ->,85.17.234.14,13294,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:36.688850,8.999601,tcp,10.0.0.7,54209,   ->,78.148.38.100,8500,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:37.188796,8.999701,tcp,10.0.0.7,59659,   ->,85.17.234.14,26139,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:37.438665,8.997809,tcp,10.0.0.7,56957,   ->,85.17.234.14,31144,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:38.439252,8.997171,tcp,10.0.0.7,33869,   ->,85.17.234.14,34491,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:39.189186,8.99909,tcp,10.0.0.7,33810,   ->,85.17.234.14,44563,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:44.438556,8.997537,tcp,10.0.0.7,53806,   ->,120.142.84.235,26084,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:46.687364,0.063951,udp,10.0.0.7,37500,  <->,147.32.80.9,53,CON,0.0,0.0,2,367,86,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:36:48.938676,0.548499,tcp,10.0.0.7,33868,   ->,110.55.40.121,56277,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:36:49.438214,8.997643,tcp,10.0.0.7,60807,   ->,112.204.185.104,14496,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:49.687278,8.996601,tcp,10.0.0.7,42243,   ->,121.215.142.59,38847,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:49.938987,0.798183,tcp,10.0.0.7,39988,   ->,124.197.47.254,53821,SPA_SRA,0.0,0.0,5,424,274,flow=Background-TCP-Established
2011/08/10 12:36:50.437003,8.998837,tcp,10.0.0.7,35753,   ->,124.41.234.224,34190,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:50.938135,1.517833,tcp,10.0.0.7,45106,   ->,202.93.209.121,49288,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:36:51.687696,0.338132,tcp,10.0.0.7,46336,   ->,41.134.144.179,55773,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:36:51.687880,8.999839,tcp,10.0.0.7,57077,   ->,41.233.118.212,23466,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:52.187660,8.996106,tcp,10.0.0.7,56061,   ->,58.7.157.226,46544,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:52.187771,8.999952,tcp,10.0.0.7,51041,   ->,62.31.211.176,29885,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:52.690579,8.997141,tcp,10.0.0.7,53818,   ->,120.142.84.235,26084,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:52.690785,8.996942,tcp,10.0.0.7,41622,   ->,41.233.205.208,42075,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:53.689031,8.998591,tcp,10.0.0.7,60819,   ->,112.204.185.104,14496,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:53.939211,8.99647,tcp,10.0.0.7,45665,   ->,122.108.20.207,45183,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:54.436987,0.736776,tcp,10.0.0.7,49294,   ->,151.33.94.250,12308,FSPA_FSA,0.0,0.0,8,608,406,flow=Background-TCP-Established
2011/08/10 12:36:54.687625,68.533066,tcp,10.0.0.7,47038,   ->,175.144.233.155,12581,FSPA_FSA,0.0,0.0,15,1498,1288,flow=Background-TCP-Established
2011/08/10 12:36:54.937419,8.998213,tcp,10.0.0.7,51752,   ->,212.215.191.128,47589,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:55.186919,8.996701,tcp,10.0.0.7,46840,   ->,41.133.1.214,12590,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:55.437800,8.997733,tcp,10.0.0.7,39964,   ->,41.194.11.22,43800,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:56.188173,818.467041,tcp,10.0.0.7,36195,   ->,50.64.15.39,35153,FSPA_FSPA,0.0,0.0,6361,6639369,6118909,flow=Background-TCP-Established
2011/08/10 12:36:56.937467,0.546951,tcp,10.0.0.7,33890,   ->,110.55.40.121,56277,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:36:56.937609,8.997681,tcp,10.0.0.7,47524,   ->,58.186.224.85,14941,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:56.938062,0.328539,udp,10.0.0.7,58545,  <->,147.32.80.9,53,CON,0.0,0.0,2,243,84,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:36:57.439070,8.99637,tcp,10.0.0.7,56076,   ->,58.7.157.226,46544,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:57.687174,8.996251,tcp,10.0.0.7,51056,   ->,62.31.211.176,29885,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:57.687504,8.999924,tcp,10.0.0.7,45129,   ->,66.183.30.162,27743,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:58.687702,8.999676,tcp,10.0.0.7,57875,   ->,77.245.4.173,64508,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:36:59.437617,8.997737,tcp,10.0.0.7,52762,   ->,77.68.185.45,55443,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:04.688191,8.998958,tcp,10.0.0.7,44941,   ->,101.109.164.203,28068,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:09.688242,0.550496,tcp,10.0.0.7,33898,   ->,110.55.40.121,56277,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:37:09.938114,8.996759,tcp,10.0.0.7,60837,   ->,112.204.185.104,14496,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:10.436467,8.997854,tcp,10.0.0.7,44944,   ->,101.109.164.203,28068,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:10.687496,0.54602,tcp,10.0.0.7,33901,   ->,110.55.40.121,56277,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:37:11.436031,0.556428,tcp,10.0.0.7,33902,   ->,110.55.40.121,56277,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:37:11.937924,8.996315,tcp,10.0.0.7,60841,   ->,112.204.185.104,14496,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:12.186550,8.99618,tcp,10.0.0.7,53843,   ->,120.142.84.235,26084,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:12.438015,8.996728,tcp,10.0.0.7,42278,   ->,121.215.142.59,38847,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:12.438171,8.99658,tcp,10.0.0.7,45689,   ->,122.108.20.207,45183,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:12.937117,0.799695,tcp,10.0.0.7,40024,   ->,124.197.47.254,53821,SPA_SRA,0.0,0.0,5,424,274,flow=Background-TCP-Established
2011/08/10 12:37:12.937289,8.996918,tcp,10.0.0.7,35789,   ->,124.41.234.224,34190,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:13.936515,1.674906,tcp,10.0.0.7,49320,   ->,151.33.94.250,12308,FSPA_FSA,0.0,0.0,8,608,406,flow=Background-TCP-Established
2011/08/10 12:37:14.186092,0.033056,tcp,10.0.0.7,44051,   ->,178.116.194.108,44073,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:37:14.437137,8.997473,tcp,10.0.0.7,42437,   ->,178.223.224.171,18864,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:14.686768,8.999833,tcp,10.0.0.7,32788,   ->,188.221.148.149,59441,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:14.937461,8.99667,tcp,10.0.0.7,35369,   ->,202.151.80.11,26643,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:15.187928,8.998725,tcp,10.0.0.7,60853,   ->,112.204.185.104,14496,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:15.436393,8.9977,tcp,10.0.0.7,39902,   ->,202.8.227.1,6890,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:15.436567,1.370362,tcp,10.0.0.7,45149,   ->,202.93.209.121,49288,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:37:15.686994,1.431334,tcp,10.0.0.7,57166,   ->,210.49.79.139,15336,FSPA_FSA,0.0,0.0,8,616,406,flow=Background-TCP-Established
2011/08/10 12:37:16.686289,8.996217,tcp,10.0.0.7,53858,   ->,120.142.84.235,26084,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:16.936719,8.997274,tcp,10.0.0.7,45703,   ->,122.108.20.207,45183,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:17.187305,0.79769,tcp,10.0.0.7,40038,   ->,124.197.47.254,53821,SPA_SRA,0.0,0.0,5,424,274,flow=Background-TCP-Established
2011/08/10 12:37:17.685753,8.996703,tcp,10.0.0.7,35803,   ->,124.41.234.224,34190,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:17.940604,8.997843,tcp,10.0.0.7,42449,   ->,178.223.224.171,18864,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:18.186562,8.999872,tcp,10.0.0.7,32800,   ->,188.221.148.149,59441,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:18.686223,8.995759,tcp,10.0.0.7,51792,   ->,212.215.191.128,47589,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:18.936873,0.906332,tcp,10.0.0.7,43182,   ->,213.55.104.223,37882,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:37:19.687852,8.998525,tcp,10.0.0.7,44549,   ->,217.72.93.62,30196,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:19.935958,8.998454,tcp,10.0.0.7,46882,   ->,41.133.1.214,12590,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:24.936481,0.546752,tcp,10.0.0.7,33930,   ->,110.55.40.121,56277,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:37:25.686348,8.999718,tcp,10.0.0.7,60869,   ->,112.204.185.104,14496,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:30.191406,8.997949,tcp,10.0.0.7,45715,   ->,122.108.20.207,45183,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:30.686180,0.798719,tcp,10.0.0.7,40050,   ->,124.197.47.254,53821,SPA_SRA,0.0,0.0,5,424,274,flow=Background-TCP-Established
2011/08/10 12:37:31.686076,8.999436,tcp,10.0.0.7,35815,   ->,124.41.234.224,34190,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:32.435054,1.01878,tcp,10.0.0.7,49346,   ->,151.33.94.250,12308,FSPA_FSA,0.0,0.0,8,608,406,flow=Background-TCP-Established
2011/08/10 12:37:32.685954,8.999827,tcp,10.0.0.7,60188,   ->,157.157.161.40,51413,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:32.686170,8.999627,tcp,10.0.0.7,39924,   ->,202.8.227.1,6890,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:32.935581,0.545067,tcp,10.0.0.7,33939,   ->,110.55.40.121,56277,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:37:33.185594,8.995629,tcp,10.0.0.7,39926,   ->,202.8.227.1,6890,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:33.185741,8.999964,tcp,10.0.0.7,44562,   ->,217.72.93.62,30196,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:33.685055,8.996682,tcp,10.0.0.7,46895,   ->,41.133.1.214,12590,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:34.686302,0.547103,tcp,10.0.0.7,33943,   ->,110.55.40.121,56277,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:37:34.936683,0.03433,tcp,10.0.0.7,44084,   ->,178.116.194.108,44073,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:37:35.185630,9.000042,tcp,10.0.0.7,60883,   ->,112.204.185.104,14496,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:35.185777,8.999901,tcp,10.0.0.7,36166,   ->,124.182.167.200,55427,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:35.435335,0.033495,tcp,10.0.0.7,44088,   ->,178.116.194.108,44073,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:37:35.685548,8.995647,tcp,10.0.0.7,42474,   ->,178.223.224.171,18864,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:35.685715,8.999896,tcp,10.0.0.7,35405,   ->,202.151.80.11,26643,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:35.934976,0.061798,udp,10.0.0.7,57900,  <->,147.32.80.9,53,CON,0.0,0.0,2,237,85,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:37:36.185376,1.449742,tcp,10.0.0.7,57199,   ->,210.49.79.139,15336,FSPA_FSA,0.0,0.0,8,616,406,flow=Background-TCP-Established
2011/08/10 12:37:36.936654,0.5475,tcp,10.0.0.7,33952,   ->,110.55.40.121,56277,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:37:37.184802,8.996707,tcp,10.0.0.7,39939,   ->,202.8.227.1,6890,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:37.184930,8.996586,tcp,10.0.0.7,51820,   ->,212.215.191.128,47589,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:37.685248,8.995753,tcp,10.0.0.7,46908,   ->,41.133.1.214,12590,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:37.936015,0.271847,tcp,10.0.0.7,46417,   ->,41.134.144.179,55773,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:37:38.186265,8.999266,tcp,10.0.0.7,40033,   ->,41.194.11.22,43800,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:38.435785,8.997219,tcp,10.0.0.7,57159,   ->,41.233.118.212,23466,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:38.435918,8.997094,tcp,10.0.0.7,41701,   ->,41.233.205.208,42075,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:38.936010,8.997001,tcp,10.0.0.7,48718,   ->,41.234.21.142,12872,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:39.936290,8.99667,tcp,10.0.0.7,47594,   ->,58.186.224.85,14941,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:40.185965,8.999474,tcp,10.0.0.7,56146,   ->,58.7.157.226,46544,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:45.935425,8.997656,tcp,10.0.0.7,53902,   ->,120.142.84.235,26084,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:50.434115,8.99881,tcp,10.0.0.7,46718,   ->,121.44.11.105,38481,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:51.935486,0.546451,tcp,10.0.0.7,33965,   ->,110.55.40.121,56277,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:37:52.684282,0.549889,tcp,10.0.0.7,33966,   ->,110.55.40.121,56277,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:37:52.935585,8.997265,tcp,10.0.0.7,60905,   ->,112.204.185.104,14496,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:52.935721,8.997134,tcp,10.0.0.7,57251,   ->,143.238.87.158,10747,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:53.434046,8.998669,tcp,10.0.0.7,42494,   ->,178.223.224.171,18864,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:53.434205,8.998516,tcp,10.0.0.7,39956,   ->,202.8.227.1,6890,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:53.434315,1.401087,tcp,10.0.0.7,57219,   ->,210.49.79.139,15336,FSPA_FSA,0.0,0.0,9,682,406,flow=Background-TCP-Established
2011/08/10 12:37:53.934378,8.998282,tcp,10.0.0.7,46925,   ->,41.133.1.214,12590,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:54.434089,0.286919,tcp,10.0.0.7,46434,   ->,41.134.144.179,55773,S_RA,0.0,0.0,2,134,74,flow=Background-TCP-Attempt
2011/08/10 12:37:54.933983,8.998662,tcp,10.0.0.7,56158,   ->,58.7.157.226,46544,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:55.435720,8.996898,tcp,10.0.0.7,51138,   ->,62.31.211.176,29885,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:55.435732,8.996896,tcp,10.0.0.7,57720,   ->,62.7.180.49,26823,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:55.935021,8.997647,tcp,10.0.0.7,45212,   ->,66.183.30.162,27743,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:55.935190,2.511017,tcp,10.0.0.7,58592,   ->,68.168.126.138,10265,FSPA_FSA,0.0,0.0,9,678,406,flow=Background-TCP-Established
2011/08/10 12:37:56.043426,3102.019775,icmp,10.0.0.7,0x0303,   ->,217.72.93.62,0xe11a,URP,0.0,,93,9300,9300,flow=Background
2011/08/10 12:37:57.435128,8.997398,tcp,10.0.0.7,57959,   ->,77.245.4.173,64508,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:57.435280,8.997254,tcp,10.0.0.7,52846,   ->,77.68.185.45,55443,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:57.684083,8.996427,tcp,10.0.0.7,54328,   ->,78.148.38.100,8500,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:37:57.935147,649.484558,tcp,10.0.0.7,60217,   ->,78.3.125.19,49880,FSPA_FSPA,0.0,0.0,5033,4676921,4045116,flow=Background-TCP-Established
